Nombre de la loción,Marca/Fabricante,Descripción del aroma,Ocasión Principal,Ocasión Secundaria,Categoría,Estación Recomendada,Momento del Día,Intensidad (1-10),Duración Estimada,Contenido (Mililitro),Precio de venta,Disponible,URL Imagen (Descargable)
SANTAL 33,Le Labo,amaderado-talcado,Elegante/Formal,Oficina,HOMBRE,Otoño-Invierno,Día/Noche,6,5-7 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
PHANTOM,Paco Rabanne,cítrico-vainilla,Oficina/Trabajo,Deportivo/Casual,HOMBRE,Primavera-Verano,Día,4,3-5 horas,100,60000,SI,https://images.unsplash.com/photo-1594035910387-fea47794261f?w=300&h=400&fit=crop
PHANTOM PARFUM,Paco Rabanne,aromático-vainillado,Casual/Noche,Citas,HOMBRE,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1594035910387-fea47794261f?w=300&h=400&fit=crop
BHARARA KING,Bharara,cítrico,Oficina/Trabajo,Deportivo/Casual,HOMBRE,Primavera-Verano,Día,4,3-5 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
VELVET GOLD,Genérico,100 ML,Uso general,Casual,HOMBRE,Todo el año,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1588405748880-12d1d2a59d32?w=300&h=400&fit=crop
ARABIANS TONKA,Genérico,dulce-vainillado,Casual/Noche,Citas,HOMBRE,Otoño-Invierno,Noche,7,6-8 horas,125,60000,SI,https://images.unsplash.com/photo-1588405748880-12d1d2a59d32?w=300&h=400&fit=crop
POLO RED,Ralph Lauren,cítrico-afrutado,Oficina/Trabajo,Deportivo/Casual,HOMBRE,Primavera-Verano,Día,4,3-5 horas,125,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
BOSS THE SCENT,Hugo Boss,cítrico-cuero,Oficina/Trabajo,Deportivo/Casual,HOMBRE,Primavera-Verano,Día,4,3-5 horas,100,60000,SI,https://images.unsplash.com/photo-1594035910387-fea47794261f?w=300&h=400&fit=crop
LAPIDUS,Ted Lapidus,amaderado-dulce,Casual/Noche,Citas,HOMBRE,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
ALHARAMAIN,Al Haramain,dulce-frutal,Casual/Noche,Citas,HOMBRE,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
ALHARAMAIN ROUGE,Al Haramain,ámbar,Elegante/Formal,Oficina,HOMBRE,Otoño-Invierno,Día/Noche,6,5-7 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
BHARARA KING,Bharara,citrico aromatico,Uso general,Casual,HOMBRE,Todo el año,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
LACOSTE GREEN,Lacoste,citrico aromatico,Uso general,Casual,HOMBRE,Todo el año,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
KHAMRAH,Lattafa,dulce-vainillado,Casual/Noche,Citas,HOMBRE,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
SCANDAL MEN,Jean Paul Gaultier,Caramelo-aromatico,Uso general,Casual,HOMBRE,Todo el año,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
LACOSTE ESSENTIAL,Lacoste,cítrico-amaderado,Oficina/Trabajo,Deportivo/Casual,HOMBRE,Primavera-Verano,Día,4,3-5 horas,125,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
GOOD GIRL,Carolina Herrera,Dulce-avainillado,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,90,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
212 ROSE,Carolina Herrera,Dulce-floral,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,80,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
CAN CAN,Paris Hilton,frutal-dulce,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
CHANCE CHANEL,Chanel,Cítrica,Elegante/Lujo,Formal/Eventos,MUJER,Todo el año,Día,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
FANTASTIC PINK,Genérico,dulce-vainillado,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,90,60000,SI,https://images.unsplash.com/photo-1588405748880-12d1d2a59d32?w=300&h=400&fit=crop
STARRY NIGHTS,Diesel,cítrico,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,120,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
OLYMPEA,Paco Rabanne,vainillado-floral,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,80,60000,SI,https://images.unsplash.com/photo-1594035910387-fea47794261f?w=300&h=400&fit=crop
PARIS HILTON,Paris Hilton,dulce-frutal,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
FANTASY,Britney Spears,dulce-frutal,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
RALPH,Ralph Lauren,floral-frutal,Casual/Día,Trabajo/Brunch,MUJER,Primavera-Verano,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
360 FEM,Perry Ellis,Dulce-fresco,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
BRIGHT CRYSTAL,Versace,Floral-afrutado,Casual/Día,Trabajo/Brunch,MUJER,Primavera-Verano,Día,5,4-6 horas,90,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
YELLOW DIAMOND,Versace,cítrico-floral,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,90,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
MISS DIOR,Dior,amaderado-afrutado,Elegante/Formal,Oficina,MUJER,Otoño-Invierno,Día/Noche,6,5-7 horas,100,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
OMNIA CRYSTALLINE,Bvlgari,cítrico,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,65,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
OMNIA CORAL,Bvlgari,cítrico-floral,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,65,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
CH FEM,Carolina Herrera,cítrico-frutal,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,100,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
COCO MADEMOISELLE,Chanel,amaderada,Uso general,Casual,MUJER,Todo el año,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
LA VIDA ES BELLA,Lancôme,dulce-amaderada,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
LACOSTE TOUCH PINK,Lacoste,cítrico-dulce,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,90,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
TOY 2,Moschino,afrutado-floral,Casual/Día,Trabajo/Brunch,MUJER,Primavera-Verano,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
ARABIANS TONKA,Genérico,dulce-vainillado,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,125,60000,SI,https://images.unsplash.com/photo-1588405748880-12d1d2a59d32?w=300&h=400&fit=crop
MEOW,Katy Perry,dulce-vainillado,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
SCANDAL,Jean Paul Gaultier,amaderado,Elegante/Formal,Oficina,MUJER,Otoño-Invierno,Día/Noche,6,5-7 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
J'ADORE,Dior,floral-frutal,Casual/Día,Trabajo/Brunch,MUJER,Primavera-Verano,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1594035910387-fea47794261f?w=300&h=400&fit=crop
ROSES MUSK,Roses Munk,floral-rosas,Casual/Día,Trabajo/Brunch,MUJER,Primavera-Verano,Día,5,4-6 horas,125,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
AGUA DE SOL,Escada,afrutado-dulce,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
BUBBLE GUM,Genérico,afrutado-dulce,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1588405748880-12d1d2a59d32?w=300&h=400&fit=crop
LIGHT BLUE,Dolce & Gabbana,cítrico-afrutado,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
TOMMY GIRL,Tommy Hilfiger,cítrico-floral,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
BLACK XS FOR HER,Paco Rabanne,cálido-cacao,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,80,60000,SI,https://images.unsplash.com/photo-1594035910387-fea47794261f?w=300&h=400&fit=crop
FUNNY MOSCHINO,Moschino,cítrico-fresco,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
VERY GOOD,Genérico,afrutado-rosa,Casual/Día,Trabajo/Brunch,MUJER,Primavera-Verano,Día,5,4-6 horas,80,60000,SI,https://images.unsplash.com/photo-1588405748880-12d1d2a59d32?w=300&h=400&fit=crop
212 VIP ROSE RED,Carolina Herrera,Dulce,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,80,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
360 RED MUJER,Perry Ellis,Floral,Casual/Día,Trabajo/Brunch,MUJER,Primavera-Verano,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
AMBER ROUGE,Genérico,amaderado,Elegante/Formal,Oficina,MUJER,Otoño-Invierno,Día/Noche,6,5-7 horas,100,60000,SI,https://images.unsplash.com/photo-1588405748880-12d1d2a59d32?w=300&h=400&fit=crop
ROYAL AMBER,Genérico,dulce,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1588405748880-12d1d2a59d32?w=300&h=400&fit=crop
VELVET GOLD,Genérico,dulce,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1588405748880-12d1d2a59d32?w=300&h=400&fit=crop
ANGEL Y DEMONIO,Givenchy,amaderada,Uso general,Casual,MUJER,Todo el año,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
212 SEXY,Carolina Herrera,dulce-atalcado,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
DAZZLE,Marc Ecko,dulce-floral,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
BURBERRY,Burberry,amaderado-afrutado,Elegante/Formal,Oficina,MUJER,Otoño-Invierno,Día/Noche,6,5-7 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
BOMBSHELL,Victoria's Secret,dulce-afrutado,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
212 WILD PARTY,Carolina Herrera,dulce-afrutado,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,80,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
LADY MILLION,Paco Rabanne,dulce,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,80,60000,SI,https://images.unsplash.com/photo-1594035910387-fea47794261f?w=300&h=400&fit=crop
SANTAL 33,Le Labo,amaderado-talcado,Elegante/Formal,Oficina,MUJER,Otoño-Invierno,Día/Noche,6,5-7 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
212 FEM,Carolina Herrera,cítrico,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,100,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
BHARARA NICHE,Bharara,amaderado-chocolate,Elegante/Formal,Oficina,MUJER,Otoño-Invierno,Día/Noche,6,5-7 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
CLASSIQUE,Jean Paul Gaultier,floral-dulce,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
CHANCE EAU FRAICHE,Chanel,citrica,Uso general,Casual,MUJER,Todo el año,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
CK ONE,Calvin Klein,citrica,Uso general,Casual,MUJER,Todo el año,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
PARIS HEIRESS,Paris Hilton,afrutado-dulce,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
THE ONE,Dolce & Gabbana,floral,Casual/Día,Trabajo/Brunch,MUJER,Primavera-Verano,Día,5,4-6 horas,75,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
ROSE RUSH PARIS,Paris Hilton,floral-tropical,Casual/Día,Trabajo/Brunch,MUJER,Primavera-Verano,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
212 VIP,Carolina Herrera,avainillado-ron,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,80,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
BOSS THE SCENT,Hugo Boss,Floral-afrutado,Casual/Día,Trabajo/Brunch,MUJER,Primavera-Verano,Día,5,4-6 horas,100,60000,SI,https://images.unsplash.com/photo-1594035910387-fea47794261f?w=300&h=400&fit=crop
FAME,Lady Gaga,tropical-vainilla,Vacaciones/Playa,Casual/Weekend,MUJER,Verano,Día,6,4-6 horas,80,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
DELINA,Parfums de Marly,rosa-floral,Casual/Día,Trabajo/Brunch,MUJER,Primavera-Verano,Día,5,4-6 horas,75,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
360 CORAL,Perry Ellis,afrutado-fresco,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
LACOSTE NATURAL,Lacoste,dulce afrutado,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
LACOSTE SPARKLING,Lacoste,dulce-citrico,Citas/Romántico,Noche/Elegante,MUJER,Otoño-Invierno,Noche,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
LACOSTE ELEGANT,Lacoste,fresco-talcado,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
LOVE LOVE,Moschino,Citrico,Uso general,Casual,MUJER,Todo el año,Día,5,4-6 horas,75,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
FRESH COUTURE,Moschino,Rosas-Cítrico,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,100,60000,SI,https://images.unsplash.com/photo-1615634260167-c8cdede054de?w=300&h=400&fit=crop
ISSEY FEM,Issey Miyake,acuático-floral,Oficina/Trabajo,Deportivo/Casual,MUJER,Primavera-Verano,Día,4,3-5 horas,100,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop
CHANEL #5,Chanel,amaderado-fresco,Elegante/Lujo,Formal/Eventos,MUJER,Primavera-Verano,Día,7,6-8 horas,100,60000,SI,https://images.unsplash.com/photo-1541643600914-78b084683601?w=300&h=400&fit=crop